Index,TimeTag,Alias,ARINC429
1958,0d:5h:09m:18.731 789s,Body Longitudinal Acceleration,0x823000D9
1959,0d:5h:09m:18.734 669s,Body Lateral Acceleration,0x01B900DA
1960,0d:5h:09m:18.737 549s,Body Normal Acceleration,0x81AE00DB
1961,0d:5h:09m:18.740 429s,Altitude (Inertial),0x803BF5F1
1962,0d:5h:09m:18.743 309s,Vertical Acceleration,0x019B00F4
1963,0d:5h:09m:18.746 189s,Inertial Vertical Velocity (EFI),0x1F6A00F5
1964,0d:5h:09m:18.749 069s,g,0x81F880F8
1965,0d:5h:09m:18.785 709s,Magnetic Heading,0x8A08400C
1966,0d:5h:09m:18.788 589s,Set Magnetic Heading,0x825C0023
1967,0d:5h:09m:18.791 469s,Body Pitch Acceleration,0x8000E02A
1968,0d:5h:09m:18.794 349s,Body Roll Acceleration,0x9FFB602B
1969,0d:5h:09m:18.797 229s,Body Yaw Acceleration,0x1FFEA02C
1970,0d:5h:09m:18.800 109s,Altitude Rate,0x9F6A008A
1971,0d:5h:09m:18.805 869s,Integrated Vertical Acceleration,0x80072EB5
1972,0d:5h:09m:18.808 749s,Present Position - Latitude,0x1B05FC8
1973,0d:5h:09m:18.811 629s,Present Position - Longitude,0x8ED82FC9
1974,0d:5h:09m:18.814 509s,Ground Speed,0x80BB00CA
1975,0d:5h:09m:18.817 389s,Pitch Angle,0x801D00D4
1976,0d:5h:09m:18.820 269s,Roll Angle,0x800D00D5
1977,0d:5h:09m:18.823 149s,Body Pitch Rate,0x000000D6
1978,0d:5h:09m:18.826 029s,Body Roll Rate,0x800180D7
1979,0d:5h:09m:18.828 909s,Body Yaw Rate,0x800000D8
1980,0d:5h:09m:18.831 789s,Body Longitudinal Acceleration,0x025B00D9
1981,0d:5h:09m:18.834 669s,Body Lateral Acceleration,0x823C00DA
1982,0d:5h:09m:18.837 549s,Body Normal Acceleration,0x81CB00DB
1983,0d:5h:09m:18.840 429s,Altitude (Inertial),0x803BE7F1
1984,0d:5h:09m:18.843 309s,Vertical Acceleration,0x01CB00F4
1985,0d:5h:09m:18.846 189s,Inertial Vertical Velocity (EFI),0x9F6A40F5
1986,0d:5h:09m:18.849 069s,g,0x01F800F8
1987,0d:5h:09m:18.885 709s,Magnetic Heading,0x8A08800C
1988,0d:5h:09m:18.888 589s,Set Magnetic Heading,0x825C0023
1989,0d:5h:09m:18.891 469s,Body Pitch Acceleration,0x8003202A
1990,0d:5h:09m:18.894 349s,Body Roll Acceleration,0x1FFC602B
1991,0d:5h:09m:18.897 229s,Body Yaw Acceleration,0x1FFEA02C
1992,0d:5h:09m:18.900 109s,Altitude Rate,0x9F6A008A
1993,0d:5h:09m:18.905 869s,Integrated Vertical Acceleration,0x8008A6B5
1994,0d:5h:09m:18.908 749s,Present Position - Latitude,0x1B05FC8
1995,0d:5h:09m:18.911 629s,Present Position - Longitude,0x8ED82FC9
1996,0d:5h:09m:18.914 509s,Ground Speed,0x00BB20CA
1997,0d:5h:09m:18.917 389s,Pitch Angle,0x001CC0D4
1998,0d:5h:09m:18.920 269s,Roll Angle,0x000880D5
1999,0d:5h:09m:18.923 149s,Body Pitch Rate,0x800080D6
2000,0d:5h:09m:18.926 029s,Body Roll Rate,0x800180D7
2001,0d:5h:09m:18.928 909s,Body Yaw Rate,0x800000D8
2002,0d:5h:09m:18.931 789s,Body Longitudinal Acceleration,0x026B00D9
2003,0d:5h:09m:18.934 669s,Body Lateral Acceleration,0x024600DA
2004,0d:5h:09m:18.937 549s,Body Normal Acceleration,0x030400DB
2005,0d:5h:09m:18.940 429s,Altitude (Inertial),0x803BDBF1
2006,0d:5h:09m:18.943 309s,Vertical Acceleration,0x830400F4
2007,0d:5h:09m:18.946 189s,Inertial Vertical Velocity (EFI),0x1F6A60F5
2008,0d:5h:09m:18.949 069s,g,0x01F700F8
2009,0d:5h:09m:18.985 709s,Magnetic Heading,0x8A08800C
2010,0d:5h:09m:18.988 589s,Set Magnetic Heading,0x825C0023
2011,0d:5h:09m:18.991 469s,Body Pitch Acceleration,0x0005C02A
2012,0d:5h:09m:18.994 349s,Body Roll Acceleration,0x1FFD402B
2013,0d:5h:09m:18.997 229s,Body Yaw Acceleration,0x1FFEC02C
2014,0d:5h:09m:19.000 109s,Altitude Rate,0x9F6A008A
2015,0d:5h:09m:19.005 869s,Integrated Vertical Acceleration,0x0007A8B5
2016,0d:5h:09m:19.008 749s,Present Position - Latitude,0x1B05FC8
2017,0d:5h:09m:19.011 629s,Present Position - Longitude,0x8ED82FC9
2018,0d:5h:09m:19.014 509s,Ground Speed,0x00BB20CA
2019,0d:5h:09m:19.017 389s,Pitch Angle,0x801B00D4
2020,0d:5h:09m:19.020 269s,Roll Angle,0x800380D5
2021,0d:5h:09m:19.023 149s,Body Pitch Rate,0x800080D6
2022,0d:5h:09m:19.026 029s,Body Roll Rate,0x800180D7
2023,0d:5h:09m:19.028 909s,Body Yaw Rate,0x800000D8
2024,0d:5h:09m:19.031 789s,Body Longitudinal Acceleration,0x828B00D9
2025,0d:5h:09m:19.034 669s,Body Lateral Acceleration,0x823F00DA
2026,0d:5h:09m:19.037 549s,Body Normal Acceleration,0x81EA00DB
2027,0d:5h:09m:19.040 429s,Altitude (Inertial),0x803BC0F1
2028,0d:5h:09m:19.043 309s,Vertical Acceleration,0x9F9F00F4
2029,0d:5h:09m:19.046 189s,Inertial Vertical Velocity (EFI),0x9F6A80F5
2030,0d:5h:09m:19.049 069s,g,0x81FC00F8
2031,0d:5h:09m:19.085 709s,Magnetic Heading,0x8A08800C
2032,0d:5h:09m:19.088 589s,Set Magnetic Heading,0x825C0023
2033,0d:5h:09m:19.091 469s,Body Pitch Acceleration,0x0004802A
2034,0d:5h:09m:19.094 349s,Body Roll Acceleration,0x9FFDA02B
2035,0d:5h:09m:19.097 229s,Body Yaw Acceleration,0x9FFEE02C
2036,0d:5h:09m:19.100 109s,Altitude Rate,0x9F6A008A
2037,0d:5h:09m:19.105 869s,Integrated Vertical Acceleration,0x9FF740B5
2038,0d:5h:09m:19.108 749s,Present Position - Latitude,0x1B05FC8
2039,0d:5h:09m:19.111 629s,Present Position - Longitude,0x8ED82FC9
2040,0d:5h:09m:19.114 509s,Ground Speed,0x00BB40CA
2041,0d:5h:09m:19.117 389s,Pitch Angle,0x0016C0D4
2042,0d:5h:09m:19.120 269s,Roll Angle,0x1FFC40D5
2043,0d:5h:09m:19.123 149s,Body Pitch Rate,0x800100D6
2044,0d:5h:09m:19.126 029s,Body Roll Rate,0x000100D7
2045,0d:5h:09m:19.128 909s,Body Yaw Rate,0x800000D8
2046,0d:5h:09m:19.131 789s,Body Longitudinal Acceleration,0x02E600D9
2047,0d:5h:09m:19.134 669s,Body Lateral Acceleration,0x021000DA
2048,0d:5h:09m:19.137 549s,Body Normal Acceleration,0x1DD000DB
2049,0d:5h:09m:19.140 429s,Altitude (Inertial),0x003BB6F1
2050,0d:5h:09m:19.143 309s,Vertical Acceleration,0x9DD000F4
2051,0d:5h:09m:19.146 189s,Inertial Vertical Velocity (EFI),0x9F6A80F5
2052,0d:5h:09m:19.149 069s,g,0x820500F8
2053,0d:5h:09m:19.185 709s,Magnetic Heading,0x8A08800C
2054,0d:5h:09m:19.188 589s,Set Magnetic Heading,0x825C0023
2055,0d:5h:09m:19.191 469s,Body Pitch Acceleration,0x8003E02A
2056,0d:5h:09m:19.194 349s,Body Roll Acceleration,0x1FFDE02B
2057,0d:5h:09m:19.197 229s,Body Yaw Acceleration,0x9FFF002C
2058,0d:5h:09m:19.200 109s,Altitude Rate,0x9F6A008A
2059,0d:5h:09m:19.205 869s,Integrated Vertical Acceleration,0x1FF34CB5
2060,0d:5h:09m:19.208 749s,Present Position - Latitude,0x1B05FC8
2061,0d:5h:09m:19.211 629s,Present Position - Longitude,0x8ED82FC9
2062,0d:5h:09m:19.214 509s,Ground Speed,0x80BB60CA
2063,0d:5h:09m:19.217 389s,Pitch Angle,0x001500D4
2064,0d:5h:09m:19.220 269s,Roll Angle,0x1FF680D5
2065,0d:5h:09m:19.223 149s,Body Pitch Rate,0x800100D6
2066,0d:5h:09m:19.226 029s,Body Roll Rate,0x000100D7
2067,0d:5h:09m:19.228 909s,Body Yaw Rate,0x800000D8
2068,0d:5h:09m:19.231 789s,Body Longitudinal Acceleration,0x834600D9
2069,0d:5h:09m:19.234 669s,Body Lateral Acceleration,0x81D100DA
2070,0d:5h:09m:19.237 549s,Body Normal Acceleration,0x1A6600DB
2071,0d:5h:09m:19.240 429s,Altitude (Inertial),0x003BA2F1
2072,0d:5h:09m:19.243 309s,Vertical Acceleration,0x9A6600F4
2073,0d:5h:09m:19.246 189s,Inertial Vertical Velocity (EFI),0x1F6A60F5
2074,0d:5h:09m:19.249 069s,g,0x821580F8
2075,0d:5h:09m:19.285 709s,Magnetic Heading,0x8A08800C
2076,0d:5h:09m:19.288 589s,Set Magnetic Heading,0x825C0023
2077,0d:5h:09m:19.291 469s,Body Pitch Acceleration,0x8003402A
2078,0d:5h:09m:19.294 349s,Body Roll Acceleration,0x9FFE002B
2079,0d:5h:09m:19.297 229s,Body Yaw Acceleration,0x1FFF402C
2080,0d:5h:09m:19.300 109s,Altitude Rate,0x9F6A008A
2081,0d:5h:09m:19.305 869s,Integrated Vertical Acceleration,0x1FE45BB5
2082,0d:5h:09m:19.308 749s,Present Position - Latitude,0x1B05FC8
2083,0d:5h:09m:19.311 629s,Present Position - Longitude,0x8ED82FC9
2084,0d:5h:09m:19.314 509s,Ground Speed,0x80BB60CA
2085,0d:5h:09m:19.317 389s,Pitch Angle,0x001000D4
2086,0d:5h:09m:19.320 269s,Roll Angle,0x9FF500D5
2087,0d:5h:09m:19.323 149s,Body Pitch Rate,0x800100D6
2088,0d:5h:09m:19.326 029s,Body Roll Rate,0x000100D7
2089,0d:5h:09m:19.328 909s,Body Yaw Rate,0x800000D8
2090,0d:5h:09m:19.331 789s,Body Longitudinal Acceleration,0x836400D9
2091,0d:5h:09m:19.334 669s,Body Lateral Acceleration,0x81B700DA
2092,0d:5h:09m:19.337 549s,Body Normal Acceleration,0x191700DB
2093,0d:5h:09m:19.340 429s,Altitude (Inertial),0x003B8FF1
2094,0d:5h:09m:19.343 309s,Vertical Acceleration,0x965F00F4
2095,0d:5h:09m:19.346 189s,Inertial Vertical Velocity (EFI),0x1F6A60F5
2096,0d:5h:09m:19.349 069s,g,0x022000F8
2097,0d:5h:09m:19.385 709s,Magnetic Heading,0x8A08800C
2098,0d:5h:09m:19.388 589s,Set Magnetic Heading,0x825C0023
2099,0d:5h:09m:19.391 469s,Body Pitch Acceleration,0x8002C02A
2100,0d:5h:09m:19.394 349s,Body Roll Acceleration,0x9FFE002B
2101,0d:5h:09m:19.397 229s,Body Yaw Acceleration,0x9FFF602C
2102,0d:5h:09m:19.400 109s,Altitude Rate,0x9F6A008A
2103,0d:5h:09m:19.405 869s,Integrated Vertical Acceleration,0x1FD0B1B5
2104,0d:5h:09m:19.408 749s,Present Position - Latitude,0x1B05FC8
2105,0d:5h:09m:19.411 629s,Present Position - Longitude,0x8ED82FC9
2106,0d:5h:09m:19.414 509s,Ground Speed,0x00BB80CA
2107,0d:5h:09m:19.417 389s,Pitch Angle,0x0008C0D4
2108,0d:5h:09m:19.420 269s,Roll Angle,0x9FEF80D5
2109,0d:5h:09m:19.423 149s,Body Pitch Rate,0x000180D6
2110,0d:5h:09m:19.426 029s,Body Roll Rate,0x000100D7
2111,0d:5h:09m:19.428 909s,Body Yaw Rate,0x800000D8
2112,0d:5h:09m:19.431 789s,Body Longitudinal Acceleration,0x838500D9
2113,0d:5h:09m:19.434 669s,Body Lateral Acceleration,0x015200DA
2114,0d:5h:09m:19.437 549s,Body Normal Acceleration,0x142C00DB
2115,0d:5h:09m:19.440 429s,Altitude (Inertial),0x003B86F1
2116,0d:5h:09m:19.443 309s,Vertical Acceleration,0x942C00F4
2117,0d:5h:09m:19.446 189s,Inertial Vertical Velocity (EFI),0x1F6A60F5
2118,0d:5h:09m:19.449 069s,g,0x822A80F8
2119,0d:5h:09m:19.485 709s,Magnetic Heading,0x8A08800C
2120,0d:5h:09m:19.488 589s,Set Magnetic Heading,0x825C0023
2121,0d:5h:09m:19.491 469s,Body Pitch Acceleration,0x8004602A
2122,0d:5h:09m:19.494 349s,Body Roll Acceleration,0x9FFE002B
2123,0d:5h:09m:19.497 229s,Body Yaw Acceleration,0x9FFFA02C
2124,0d:5h:09m:19.500 109s,Altitude Rate,0x9F6A008A
2125,0d:5h:09m:19.505 869s,Integrated Vertical Acceleration,0x1FCF5EB5
2126,0d:5h:09m:19.508 749s,Present Position - Latitude,0x1B05FC8
2127,0d:5h:09m:19.511 629s,Present Position - Longitude,0x8ED82FC9
2128,0d:5h:09m:19.514 509s,Ground Speed,0x00BB80CA
2129,0d:5h:09m:19.517 389s,Pitch Angle,0x800600D4
2130,0d:5h:09m:19.520 269s,Roll Angle,0x1FECC0D5
2131,0d:5h:09m:19.523 149s,Body Pitch Rate,0x000180D6
2132,0d:5h:09m:19.526 029s,Body Roll Rate,0x000100D7
2133,0d:5h:09m:19.528 909s,Body Yaw Rate,0x800000D8
2134,0d:5h:09m:19.531 789s,Body Longitudinal Acceleration,0x837A00D9
2135,0d:5h:09m:19.534 669s,Body Lateral Acceleration,0x811700DA
2136,0d:5h:09m:19.537 549s,Body Normal Acceleration,0x941700DB
2137,0d:5h:09m:19.540 429s,Altitude (Inertial),0x003B79F1
2138,0d:5h:09m:19.543 309s,Vertical Acceleration,0x141700F4
2139,0d:5h:09m:19.546 189s,Inertial Vertical Velocity (EFI),0x9F6A80F5
2140,0d:5h:09m:19.549 069s,g,0x822F80F8
2141,0d:5h:09m:19.585 709s,Magnetic Heading,0x8A08800C
2142,0d:5h:09m:19.588 589s,Set Magnetic Heading,0x825C0023
2143,0d:5h:09m:19.591 469s,Body Pitch Acceleration,0x0010E02A
2144,0d:5h:09m:19.594 349s,Body Roll Acceleration,0x9FFE002B
2145,0d:5h:09m:19.597 229s,Body Yaw Acceleration,0x9FFFC02C
2146,0d:5h:09m:19.600 109s,Altitude Rate,0x9F6A008A
2147,0d:5h:09m:19.605 869s,Integrated Vertical Acceleration,0x9FD329B5
2148,0d:5h:09m:19.608 749s,Present Position - Latitude,0x1B05FC8
2149,0d:5h:09m:19.611 629s,Present Position - Longitude,0x8ED82FC9
2150,0d:5h:09m:19.614 509s,Ground Speed,0x00BB80CA
2151,0d:5h:09m:19.617 389s,Pitch Angle,0x1FFD40D4
2152,0d:5h:09m:19.620 269s,Roll Angle,0x9FEA40D5
2153,0d:5h:09m:19.623 149s,Body Pitch Rate,0x800200D6
2154,0d:5h:09m:19.626 029s,Body Roll Rate,0x000080D7
2155,0d:5h:09m:19.628 909s,Body Yaw Rate,0x800000D8
2156,0d:5h:09m:19.631 789s,Body Longitudinal Acceleration,0x838900D9
2157,0d:5h:09m:19.634 669s,Body Lateral Acceleration,0x80DA00DA
2158,0d:5h:09m:19.637 549s,Body Normal Acceleration,0x94CA00DB
2159,0d:5h:09m:19.640 429s,Altitude (Inertial),0x803B6CF1
2160,0d:5h:09m:19.643 309s,Vertical Acceleration,0x14CA00F4
2161,0d:5h:09m:19.646 189s,Inertial Vertical Velocity (EFI),0x9F6A80F5
2162,0d:5h:09m:19.649 069s,g,0x022900F8
2163,0d:5h:09m:19.685 709s,Magnetic Heading,0x8A08800C
2164,0d:5h:09m:19.688 589s,Set Magnetic Heading,0x825C0023
2165,0d:5h:09m:19.691 469s,Body Pitch Acceleration,0x000F602A
2166,0d:5h:09m:19.694 349s,Body Roll Acceleration,0x9FFE002B
2167,0d:5h:09m:19.697 229s,Body Yaw Acceleration,0x1FFFE02C
2168,0d:5h:09m:19.700 109s,Altitude Rate,0x9F6A008A
2169,0d:5h:09m:19.705 869s,Integrated Vertical Acceleration,0x1FBC0FB5
2170,0d:5h:09m:19.708 749s,Present Position - Latitude,0x1B05FC8
2171,0d:5h:09m:19.711 629s,Present Position - Longitude,0x8ED82FC9
2172,0d:5h:09m:19.714 509s,Ground Speed,0x80BBA0CA
2173,0d:5h:09m:19.717 389s,Pitch Angle,0x9FEB80D4
2174,0d:5h:09m:19.720 269s,Roll Angle,0x9FE680D5
2175,0d:5h:09m:19.723 149s,Body Pitch Rate,0x800380D6
2176,0d:5h:09m:19.726 029s,Body Roll Rate,0x000080D7
2177,0d:5h:09m:19.728 909s,Body Yaw Rate,0x800000D8
2178,0d:5h:09m:19.731 789s,Body Longitudinal Acceleration,0x04AE00D9
2179,0d:5h:09m:19.734 669s,Body Lateral Acceleration,0x006900DA
2180,0d:5h:09m:19.737 549s,Body Normal Acceleration,0x889D00DB
2181,0d:5h:09m:19.740 429s,Altitude (Inertial),0x803B56F1
2182,0d:5h:09m:19.743 309s,Vertical Acceleration,0x089D00F4
2183,0d:5h:09m:19.746 189s,Inertial Vertical Velocity (EFI),0x1F6B20F5
2184,0d:5h:09m:19.749 069s,g,0x025080F8
2185,0d:5h:09m:19.785 709s,Magnetic Heading,0x8A08400C
2186,0d:5h:09m:19.788 589s,Set Magnetic Heading,0x825C0023
2187,0d:5h:09m:19.791 469s,Body Pitch Acceleration,0x800C402A
2188,0d:5h:09m:19.794 349s,Body Roll Acceleration,0x9FFE002B
2189,0d:5h:09m:19.797 229s,Body Yaw Acceleration,0x0000002C
2190,0d:5h:09m:19.800 109s,Altitude Rate,0x9F6C008A
2191,0d:5h:09m:19.805 869s,Integrated Vertical Acceleration,0x1F9414B5
2192,0d:5h:09m:19.808 749s,Present Position - Latitude,0x1B05FC8
2193,0d:5h:09m:19.811 629s,Present Position - Longitude,0x8ED82FC9
2194,0d:5h:09m:19.814 509s,Ground Speed,0x80BBA0CA
2195,0d:5h:09m:19.817 389s,Pitch Angle,0x9FE5C0D4
2196,0d:5h:09m:19.820 269s,Roll Angle,0x1FE5C0D5
2197,0d:5h:09m:19.823 149s,Body Pitch Rate,0x800380D6
2198,0d:5h:09m:19.826 029s,Body Roll Rate,0x000080D7
2199,0d:5h:09m:19.828 909s,Body Yaw Rate,0x800000D8
2200,0d:5h:09m:19.831 789s,Body Longitudinal Acceleration,0x051700D9
2201,0d:5h:09m:19.834 669s,Body Lateral Acceleration,0x801A00DA
2202,0d:5h:09m:19.837 549s,Body Normal Acceleration,0x1C4800DB
2203,0d:5h:09m:19.840 429s,Altitude (Inertial),0x803B44F1
2204,0d:5h:09m:19.843 309s,Vertical Acceleration,0x9C4800F4
2205,0d:5h:09m:19.846 189s,Inertial Vertical Velocity (EFI),0x1F6C00F5
2206,0d:5h:09m:19.849 069s,g,0x028D80F8
2207,0d:5h:09m:19.885 709s,Magnetic Heading,0x8A08400C
2208,0d:5h:09m:19.888 589s,Set Magnetic Heading,0x825C0023
2209,0d:5h:09m:19.891 469s,Body Pitch Acceleration,0x8008C02A
2210,0d:5h:09m:19.894 349s,Body Roll Acceleration,0x1FFD802B
2211,0d:5h:09m:19.897 229s,Body Yaw Acceleration,0x0000002C
2212,0d:5h:09m:19.900 109s,Altitude Rate,0x9F6C008A
2213,0d:5h:09m:19.905 869s,Integrated Vertical Acceleration,0x9F6140B5
2214,0d:5h:09m:19.908 749s,Present Position - Latitude,0x1B05FC8
2215,0d:5h:09m:19.911 629s,Present Position - Longitude,0x8ED82FC9
2216,0d:5h:09m:19.914 509s,Ground Speed,0x80BBA0CA
2217,0d:5h:09m:19.917 389s,Pitch Angle,0x9FD240D4
2218,0d:5h:09m:19.920 269s,Roll Angle,0x9FE380D5
2219,0d:5h:09m:19.923 149s,Body Pitch Rate,0x800400D6
2220,0d:5h:09m:19.926 029s,Body Roll Rate,0x000080D7
2221,0d:5h:09m:19.928 909s,Body Yaw Rate,0x800000D8
2222,0d:5h:09m:19.931 789s,Body Longitudinal Acceleration,0x06CF00D9
2223,0d:5h:09m:19.934 669s,Body Lateral Acceleration,0x800B00DA
2224,0d:5h:09m:19.937 549s,Body Normal Acceleration,0x985000DB
2225,0d:5h:09m:19.940 429s,Altitude (Inertial),0x803B3FF1
2226,0d:5h:09m:19.943 309s,Vertical Acceleration,0x185000F4
2227,0d:5h:09m:19.946 189s,Inertial Vertical Velocity (EFI),0x9F6C40F5
2228,0d:5h:09m:19.949 069s,g,0x028D80F8
2229,0d:5h:09m:19.985 709s,Magnetic Heading,0x8A08400C
2230,0d:5h:09m:19.988 589s,Set Magnetic Heading,0x825C0023
2231,0d:5h:09m:19.991 469s,Body Pitch Acceleration,0x0006A02A
2232,0d:5h:09m:19.994 349s,Body Roll Acceleration,0x9FFC202B
2233,0d:5h:09m:19.997 229s,Body Yaw Acceleration,0x1FFFE02C
2234,0d:5h:09m:20.000 109s,Altitude Rate,0x1F6E008A
2235,0d:5h:09m:20.005 869s,Integrated Vertical Acceleration,0x1F3EE2B5
2236,0d:5h:09m:20.008 749s,Present Position - Latitude,0x1B05FC8
2237,0d:5h:09m:20.011 629s,Present Position - Longitude,0x8ED82FC9
2238,0d:5h:09m:20.014 509s,Ground Speed,0x00BB80CA
2239,0d:5h:09m:20.017 389s,Pitch Angle,0x1FBC80D4
2240,0d:5h:09m:20.020 269s,Roll Angle,0x1FE240D5
2241,0d:5h:09m:20.023 149s,Body Pitch Rate,0x000480D6
2242,0d:5h:09m:20.026 029s,Body Roll Rate,0x800000D7
2243,0d:5h:09m:20.028 909s,Body Yaw Rate,0x800000D8
2244,0d:5h:09m:20.031 789s,Body Longitudinal Acceleration,0x08D900D9
2245,0d:5h:09m:20.034 669s,Body Lateral Acceleration,0x1FE300DA
2246,0d:5h:09m:20.037 549s,Body Normal Acceleration,0x8BBA00DB
2247,0d:5h:09m:20.040 429s,Altitude (Inertial),0x003B2FF1
2248,0d:5h:09m:20.043 309s,Vertical Acceleration,0x0BBA00F4
2249,0d:5h:09m:20.046 189s,Inertial Vertical Velocity (EFI),0x9F6DC0F5
2250,0d:5h:09m:20.049 069s,g,0x02D000F8
2251,0d:5h:09m:20.085 709s,Magnetic Heading,0x8A08400C
2252,0d:5h:09m:20.088 589s,Set Magnetic Heading,0x825C0023
2253,0d:5h:09m:20.091 469s,Body Pitch Acceleration,0x8004C02A
2254,0d:5h:09m:20.094 349s,Body Roll Acceleration,0x9FFBC02B
2255,0d:5h:09m:20.097 229s,Body Yaw Acceleration,0x9FFFC02C
2256,0d:5h:09m:20.100 109s,Altitude Rate,0x1F70008A
2257,0d:5h:09m:20.105 869s,Integrated Vertical Acceleration,0x1F0E30B5
2258,0d:5h:09m:20.108 749s,Present Position - Latitude,0x1B05FC8
2259,0d:5h:09m:20.111 629s,Present Position - Longitude,0x8ED82FC9
2260,0d:5h:09m:20.114 509s,Ground Speed,0x00BB80CA
2261,0d:5h:09m:20.117 389s,Pitch Angle,0x1FAC00D4
2262,0d:5h:09m:20.120 269s,Roll Angle,0x1FE240D5
2263,0d:5h:09m:20.123 149s,Body Pitch Rate,0x000500D6
2264,0d:5h:09m:20.126 029s,Body Roll Rate,0x800000D7
2265,0d:5h:09m:20.128 909s,Body Yaw Rate,0x800000D8
2266,0d:5h:09m:20.131 789s,Body Longitudinal Acceleration,0x8B2100D9
2267,0d:5h:09m:20.134 669s,Body Lateral Acceleration,0x1FC400DA
2268,0d:5h:09m:20.137 549s,Body Normal Acceleration,0x1F9900DB
2269,0d:5h:09m:20.140 429s,Altitude (Inertial),0x803B21F1
2270,0d:5h:09m:20.143 309s,Vertical Acceleration,0x9F9900F4
2271,0d:5h:09m:20.146 189s,Inertial Vertical Velocity (EFI),0x9F7000F5
2272,0d:5h:09m:20.149 069s,g,0x02F100F8
2273,0d:5h:09m:20.185 709s,Magnetic Heading,0x8A08400C
2274,0d:5h:09m:20.188 589s,Set Magnetic Heading,0x825C0023
2275,0d:5h:09m:20.191 469s,Body Pitch Acceleration,0x8003202A
2276,0d:5h:09m:20.194 349s,Body Roll Acceleration,0x9FFA402B
2277,0d:5h:09m:20.197 229s,Body Yaw Acceleration,0x1FFF802C
2278,0d:5h:09m:20.200 109s,Altitude Rate,0x9F72008A
2279,0d:5h:09m:20.205 869s,Integrated Vertical Acceleration,0x1EEF31B5
2280,0d:5h:09m:20.208 749s,Present Position - Latitude,0x1B05FC8
2281,0d:5h:09m:20.211 629s,Present Position - Longitude,0x8ED82FC9
2282,0d:5h:09m:20.214 509s,Ground Speed,0x80BB60CA
2283,0d:5h:09m:20.217 389s,Pitch Angle,0x9F9C40D4
2284,0d:5h:09m:20.220 269s,Roll Angle,0x1FE280D5
2285,0d:5h:09m:20.223 149s,Body Pitch Rate,0x000500D6
2286,0d:5h:09m:20.226 029s,Body Roll Rate,0x800000D7
2287,0d:5h:09m:20.228 909s,Body Yaw Rate,0x800000D8
2288,0d:5h:09m:20.231 789s,Body Longitudinal Acceleration,0x0BE500D9
2289,0d:5h:09m:20.234 669s,Body Lateral Acceleration,0x1FC400DA
2290,0d:5h:09m:20.237 549s,Body Normal Acceleration,0x9BCC00DB
2291,0d:5h:09m:20.240 429s,Altitude (Inertial),0x803B1DF1
2292,0d:5h:09m:20.243 309s,Vertical Acceleration,0x1BCC00F4
2293,0d:5h:09m:20.246 189s,Inertial Vertical Velocity (EFI),0x9F7120F5
2294,0d:5h:09m:20.249 069s,g,0x831000F8
2295,0d:5h:09m:20.285 709s,Magnetic Heading,0x8A08400C
2296,0d:5h:09m:20.288 589s,Set Magnetic Heading,0x825C0023
2297,0d:5h:09m:20.291 469s,Body Pitch Acceleration,0x8001A02A
2298,0d:5h:09m:20.294 349s,Body Roll Acceleration,0x9FFA802B
2299,0d:5h:09m:20.297 229s,Body Yaw Acceleration,0x9FFFA02C
2300,0d:5h:09m:20.300 109s,Altitude Rate,0x9F74008A
2301,0d:5h:09m:20.305 869s,Integrated Vertical Acceleration,0x1ED0D6B5
2302,0d:5h:09m:20.308 749s,Present Position - Latitude,0x1B05FC8
2303,0d:5h:09m:20.311 629s,Present Position - Longitude,0x8ED82FC9
2304,0d:5h:09m:20.314 509s,Ground Speed,0x00BB40CA
2305,0d:5h:09m:20.317 389s,Pitch Angle,0x1F7A40D4
2306,0d:5h:09m:20.320 269s,Roll Angle,0x1FE600D5
2307,0d:5h:09m:20.323 149s,Body Pitch Rate,0x000500D6
2308,0d:5h:09m:20.326 029s,Body Roll Rate,0x9FFF80D7
2309,0d:5h:09m:20.328 909s,Body Yaw Rate,0x800000D8
2310,0d:5h:09m:20.331 789s,Body Longitudinal Acceleration,0x8F4900D9
2311,0d:5h:09m:20.334 669s,Body Lateral Acceleration,0x1F8900DA
2312,0d:5h:09m:20.337 549s,Body Normal Acceleration,0x8E2300DB
2313,0d:5h:09m:20.340 429s,Altitude (Inertial),0x003B0DF1
2314,0d:5h:09m:20.343 309s,Vertical Acceleration,0x0E2300F4
2315,0d:5h:09m:20.346 189s,Inertial Vertical Velocity (EFI),0x9F7660F5
2316,0d:5h:09m:20.349 069s,g,0x034700F8
2317,0d:5h:09m:20.385 709s,Magnetic Heading,0x8A08400C
2318,0d:5h:09m:20.388 589s,Set Magnetic Heading,0x825C0023
2319,0d:5h:09m:20.391 469s,Body Pitch Acceleration,0x0006602A
2320,0d:5h:09m:20.394 349s,Body Roll Acceleration,0x9FFBA02B
2321,0d:5h:09m:20.397 229s,Body Yaw Acceleration,0x9FFFC02C
2322,0d:5h:09m:20.400 109s,Altitude Rate,0x9F78008A
2323,0d:5h:09m:20.405 869s,Integrated Vertical Acceleration,0x1EB334B5
2324,0d:5h:09m:20.408 749s,Present Position - Latitude,0x1B05FC8
2325,0d:5h:09m:20.411 629s,Present Position - Longitude,0x8ED82FC9
2326,0d:5h:09m:20.414 509s,Ground Speed,0x00BB40CA
2327,0d:5h:09m:20.417 389s,Pitch Angle,0x9F7300D4
2328,0d:5h:09m:20.420 269s,Roll Angle,0x9FE700D5
